index,title,artist,release_date,genre,explicit,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,emotion,features
1372,Infra-Red,Three Days Grace,2018,alternative metal,0,54,0.568,0.907,5,-4.641,0,0.0488,0.00115,0,0.0982,0.337,112.037,4,Angry,2
1373,Torn in Two,Breaking Benjamin,2018,alternative metal,0,55,0.354,0.943,5,-3.633,1,0.288,0.000113,0.0187,0.104,0.367,94.416,4,Angry,6
1374,Riot,Three Days Grace,2006,alternative metal,1,69,0.185,0.948,8,-3.892,1,0.147,0.0104,0,0.105,0.316,196.578,3,Angry,4
1375,Hey Man Nice Shot,Filter,1995,alternative metal,0,28,0.479,0.588,2,-10.773,1,0.0339,0.00214,0.709,0.319,0.305,177.014,4,Angry,5
1376,Nosebleed,Deftones,1995,alternative metal,1,45,0.278,0.838,11,-7.797,0,0.0643,6.90E-05,0.053,0.241,0.568,170.218,3,Angry,0
1377,Denial,Sevendust,2014,alternative metal,0,25,0.285,0.504,1,-8.01,0,0.0307,0.335,0.00302,0.133,0.245,170.04,4,Angry,2
1378,Stupify,Disturbed,2010,alternative metal,1,60,0.597,0.939,1,-3.001,1,0.0446,0.00108,9.77E-05,0.201,0.422,98,4,Angry,4
1379,The Beautiful People,Marilyn Manson,1996,alternative metal,1,72,0.621,0.834,10,-10.068,0,0.0557,0.000779,0.456,0.0611,0.937,143.973,4,Angry,0
1380,Voices,Disturbed,2010,alternative metal,0,53,0.589,0.983,10,-2.521,0,0.121,0.000116,0.00211,0.0628,0.469,110.007,4,Angry,2
1381,Ten Thousand Fists,Disturbed,2005,alternative metal,0,64,0.54,0.977,1,-3.409,1,0.0878,2.55E-05,0.0553,0.0533,0.211,106.911,4,Angry,5
1382,Saviour of Nothing,Disturbed,2018,alternative metal,0,42,0.487,0.954,4,-2.985,1,0.113,0.000156,1.02E-06,0.197,0.59,160.092,3,Angry,5
1383,Tyrant,Disturbed,2015,alternative metal,0,45,0.543,0.985,4,-3.517,0,0.0725,0.000576,0.00532,0.18,0.604,75.009,4,Angry,2
1384,Stricken,Disturbed,2005,alternative metal,0,72,0.404,0.969,8,-2.938,1,0.195,8.51E-05,0.0114,0.268,0.29,173.878,4,Angry,6
1385,Never Wrong,Disturbed,2015,alternative metal,1,50,0.629,0.996,7,-3.268,1,0.088,0.000931,0.000284,0.314,0.348,104.974,4,Angry,4
1386,Deceiver,Disturbed,2008,alternative metal,1,47,0.406,0.994,8,-3.78,1,0.0712,1.35E-05,0.251,0.221,0.786,158.013,4,Angry,4
1387,The Light,Disturbed,2015,alternative metal,0,51,0.512,0.968,6,-3.874,1,0.0658,0.00456,1.24E-06,0.115,0.646,160.102,4,Angry,6
1388,Warrior,Disturbed,2010,alternative metal,0,63,0.549,0.969,1,-2.763,1,0.049,1.16E-05,0.106,0.104,0.348,101.055,4,Angry,5
1389,Stupify,Disturbed,2010,alternative metal,1,60,0.597,0.939,1,-3.001,1,0.0446,0.00108,9.77E-05,0.201,0.422,98,4,Angry,4
1390,What Are You Waiting For,Disturbed,2015,alternative metal,0,52,0.455,0.996,0,-3.394,1,0.193,0.000213,6.32E-06,0.412,0.34,165.05,4,Angry,5
1391,Forgiven,Disturbed,2005,alternative metal,0,44,0.473,0.969,9,-2.973,0,0.148,0.000137,0.378,0.111,0.341,93.948,4,Angry,2
1392,Enough,Disturbed,2008,alternative metal,0,46,0.494,0.949,5,-4.452,0,0.0891,0.000233,0.00354,0.0917,0.637,168.071,4,Angry,2
1393,Fade to Black - Live,Disturbed,2004,alternative metal,0,30,0.518,0.742,6,-6.62,1,0.0379,0.102,0.00773,0.387,0.251,116.001,4,Angry,6
1394,Conflict,Disturbed,2010,alternative metal,0,37,0.449,0.921,6,-4.331,1,0.0703,0.000333,0.00133,0.0626,0.665,121.042,4,Angry,6
1395,Loading the Weapon - Live,Disturbed,2004,alternative metal,0,22,0.463,0.802,6,-6.616,1,0.0623,0.015,0.876,0.394,0.229,137.079,4,Angry,1
1396,Living After Midnight,Disturbed,2011,alternative metal,0,50,0.701,0.877,8,-4.772,1,0.0696,0.00029,0.00309,0.0454,0.7,131.972,4,Angry,6
1397,Meaning of Life,Disturbed,2010,alternative metal,1,39,0.711,0.971,10,-3.405,0,0.131,0.000123,0.025,0.0281,0.656,125.998,4,Angry,0
1398,This Venom,Disturbed,2018,alternative metal,0,50,0.6,0.982,7,-2.688,1,0.0833,0.00034,0,0.374,0.564,124.031,4,Angry,6
1399,Nothing To Lose But You,Three Days Grace,2018,alternative metal,0,43,0.585,0.811,6,-5.116,0,0.033,8.37E-05,0,0.137,0.647,134.084,4,Angry,2
1400,The High Road,Three Days Grace,2012,alternative metal,0,56,0.442,0.88,1,-4.187,0,0.0761,0.0424,0,0.153,0.4,142.733,4,Angry,2
1401,Right Left Wrong,Three Days Grace,2018,alternative metal,1,58,0.489,0.833,9,-5.348,1,0.054,0.0036,1.33E-06,0.111,0.307,135.431,4,Angry,4
1402,Just Like You,Three Days Grace,2003,alternative metal,0,59,0.373,0.737,1,-5.282,1,0.0297,9.40E-06,0,0.0696,0.565,177.9,4,Angry,5
1403,Enemy,Sevendust,2005,alternative metal,1,21,0.579,0.99,1,-2.263,1,0.0703,0.000225,0.000147,0.106,0.393,106.903,4,Angry,4
1404,Redneck,Lamb of God,2006,alternative metal,1,62,0.512,0.996,2,-2.1,1,0.114,5.63E-05,0.000167,0.347,0.0601,130.931,4,Angry,4
1405,All Nightmare Long,Metallica,2008,hard rock,0,59,0.268,0.974,9,-2.948,1,0.114,0.00067,0.00106,0.0772,0.342,182.095,4,Angry,6
1406,This Is The New Shit,Marilyn Manson,2003,alternative metal,1,60,0.566,0.869,2,-6.084,1,0.1,0.000916,0.00346,0.114,0.647,178.113,4,Angry,4
1407,Vilify,Device,2013,alternative metal,1,42,0.441,0.982,0,-3.95,1,0.178,0.0047,0,0.176,0.497,165.891,4,Angry,4
1408,Kill the Power,Skindred,2014,alternative metal,0,38,0.6,0.978,10,-2.939,0,0.121,0.0114,0.000705,0.472,0.607,99.982,4,Angry,2
1409,Determined,Mudvayne,2005,alternative metal,1,55,0.4,0.991,8,-2.043,1,0.152,4.29E-05,6.60E-06,0.28,0.45,129.519,4,Angry,4
1410,Sugar,System Of A Down,1998,alternative metal,1,24,0.451,0.889,1,-2.693,1,0.261,0.00167,0.00215,0.258,0.586,131.073,4,Angry,4
1411,Brand New Numb,Motionless In White,2019,alternative metal,1,0,0.566,0.886,0,-3.63,1,0.0902,0.000348,0,0.494,0.619,130.066,4,Angry,4
1412,Hail to the King,Avenged Sevenfold,2013,alternative metal,0,75,0.58,0.916,3,-4.358,0,0.0387,0.000297,0.0259,0.126,0.683,118.004,4,Angry,2
1413,Animal I Have Become,Three Days Grace,2006,alternative metal,0,66,0.553,0.853,8,-3.668,1,0.0339,0.000684,0,0.126,0.506,122.023,4,Angry,6
1414,Stupify,Disturbed,2000,alternative metal,1,57,0.49,0.938,1,-3.916,1,0.129,0.00234,2.17E-05,0.186,0.437,196.143,4,Angry,4
1415,Jekyll and Hyde,Five Finger Death Punch,2015,alternative metal,1,1,0.543,0.965,6,-4.038,1,0.0963,0.000613,9.97E-06,0.0883,0.715,155.019,4,Angry,4
1416,Wrong Side of Heaven,Five Finger Death Punch,2013,alternative metal,1,1,0.482,0.927,4,-5.122,0,0.0665,0.00662,0,0.282,0.529,150.015,4,Angry,0
1417,Coming Undone,Korn,2005,alternative metal,0,72,0.687,0.677,2,-4.172,1,0.0508,0.000658,0.000146,0.0564,0.546,75.052,4,Angry,5
1418,Chop Suey!,System Of A Down,2001,alternative metal,0,80,0.417,0.934,7,-3.908,0,0.119,0.000278,0.0015,0.132,0.287,127.066,4,Angry,2
1419,Master of Puppets (Remastered),Metallica,1986,hard rock,0,67,0.539,0.828,4,-9.108,0,0.035,0.00067,0.421,0.154,0.562,105.25,4,Angry,2
1420,Are You Ready,Disturbed,2018,alternative metal,0,58,0.392,0.976,7,-2.189,1,0.107,0.000107,0,0.271,0.521,199.888,4,Angry,6
1421,Rebel Yell,Dope,2009,alternative metal,1,0,0.326,0.949,10,-4.226,0,0.0885,0.00011,0.186,0.275,0.305,166.946,4,Angry,0
1422,Enter Sandman,Metallica,1991,hard rock,0,62,0.579,0.824,6,-8.71,0,0.03,0.00206,0.00903,0.059,0.635,123.331,4,Angry,2
1423,Toxicity,System Of A Down,2001,alternative metal,0,78,0.413,0.873,8,-4.151,1,0.0536,0.000264,0.00249,0.204,0.48,116.68,3,Angry,6
1424,One (Remastered),Metallica,1988,hard rock,0,68,0.438,0.687,7,-9.15,1,0.0619,0.000668,0.0801,0.42,0.426,103.01,3,Angry,6
1425,You Spin Me Round (Like A Record),Dope,1999,alternative metal,0,65,0.602,0.876,11,-5.212,1,0.0442,0.000122,7.16E-06,0.108,0.713,128.563,4,Angry,6
1426,Got Your Six,Five Finger Death Punch,2015,alternative metal,0,52,0.535,0.986,4,-4.483,1,0.0965,9.63E-05,4.90E-06,0.0821,0.353,76.473,4,Angry,5
1427,We Hate,Sworn Enemy,2006,beatdown,0,29,0.368,0.969,8,-4.471,1,0.291,0.000105,0,0.106,0.216,175.446,4,Angry,6
1428,Through Glass,Stone Sour,2006,alternative metal,0,71,0.545,0.753,3,-4.618,0,0.036,0.0417,0,0.389,0.434,105.754,4,Angry,2
1429,Tear Down the Wall,Art Of Dying,2015,alternative metal,0,51,0.58,0.964,2,-3.591,1,0.0417,0.000295,2.73E-05,0.325,0.619,96.009,4,Angry,5
1430,Hell Yeah,Rev Theory,2008,alternative metal,0,67,0.357,0.982,3,-3.41,0,0.107,0.000105,3.64E-06,0.0222,0.368,167.889,4,Angry,2
1431,Why Don't You Get A Job,The Offspring,1998,alternative metal,1,72,0.766,0.882,5,-4.478,1,0.0719,0.0674,2.30E-06,0.281,0.544,107.932,4,Angry,4
1432,Let This Go,Five Finger Death Punch,2013,alternative metal,1,0,0.443,0.993,7,-3.365,1,0.205,4.78E-05,3.84E-06,0.142,0.33,193.939,4,Angry,4
1433,The Night,Disturbed,2008,alternative metal,0,0,0.448,0.976,0,-3.649,1,0.0749,0.000426,0.000182,0.0884,0.585,184.076,4,Angry,1
1434,Shout 2000,Disturbed,2000,alternative metal,0,45,0.606,0.951,11,-4.644,1,0.0465,8.88E-05,6.49E-05,0.0441,0.67,97.858,4,Angry,6
1435,The Bleeding,Five Finger Death Punch,2007,alternative metal,0,0,0.324,0.804,0,-5.624,0,0.0498,0.00151,0,0.116,0.105,159.953,4,Angry,2
1436,I Don't Care (feat. Adam Gontier),Apocalyptica,2007,alternative metal,0,0,0.311,0.744,2,-4.615,0,0.0436,0.00998,0,0.0799,0.336,179.076,4,Angry,2
1436,I Don't Care (feat. Adam Gontier),Adam Gontier,2007,alternative metal,0,0,0.311,0.744,2,-4.615,0,0.0436,0.00998,0,0.0799,0.336,179.076,4,Angry,2
1437,Anti-Everything,DED,2017,gymcore,1,48,0.678,0.967,1,-3.548,1,0.0873,0.00251,0,0.264,0.365,109.03,4,Angry,4
1438,Drop Dead Cynical,Amaranthe,2014,gothic symphonic metal,0,0,0.521,0.913,7,-3.948,1,0.0819,4.13E-05,0.00023,0.0961,0.542,140.059,4,Angry,1
1439,Sham Pain,Five Finger Death Punch,2018,alternative metal,1,57,0.554,0.938,11,-4.901,0,0.0532,0.000176,2.90E-06,0.147,0.4,96.5,4,Angry,0
1440,California Dreaming,Hollywood Undead,2017,alternative metal,1,55,0.503,0.967,7,-2.492,1,0.176,3.16E-05,0,0.299,0.254,95.006,4,Angry,4
1441,Legendary,Skillet,2019,alternative metal,0,65,0.548,0.924,11,-4.48,0,0.0689,0.00033,1.42E-05,0.162,0.242,124.031,4,Angry,2
1442,Die MF Die,Dope,2001,alternative metal,1,68,0.657,0.96,5,-3.524,0,0.07,0.00169,0.000997,0.109,0.567,126.02,4,Angry,0
1443,Out For Blood,Sum 41,2019,alternative metal,0,0,0.553,0.868,6,-4.186,0,0.048,7.35E-05,0.0359,0.0934,0.5,140.047,4,Angry,2
1444,Who Do You Trust?,Papa Roach,2019,alternative metal,0,50,0.582,0.936,2,-3.427,1,0.0382,0.0482,9.13E-06,0.341,0.372,102.019,4,Angry,5
1445,1234,Emigrate,2018,industrial metal,0,0,0.558,0.953,7,-4.705,1,0.0288,5.32E-05,0.000375,0.062,0.75,95,4,Angry,1
1445,1234,Benjamin Kowalewicz,2018,industrial metal,0,0,0.558,0.953,7,-4.705,1,0.0288,5.32E-05,0.000375,0.062,0.75,95,4,Angry,1
1446,One Step Closer,Linkin Park,2000,alternative metal,0,75,0.492,0.969,9,-4.419,1,0.0491,0.0014,1.32E-06,0.0787,0.538,95.136,4,Angry,6
1447,Hardwired,Metallica,2016,hard rock,1,0,0.274,0.99,8,-3.329,0,0.0465,1.02E-05,0.0052,0.216,0.533,93.515,4,Angry,0
1448,Walk,Pantera,1992,alternative metal,1,73,0.43,0.704,1,-8.008,0,0.0804,0.000155,0.00221,0.0933,0.703,118.242,4,Angry,0
1449,Simple Man,MESSER,2018,gymcore,0,24,0.403,0.966,7,-3.851,0,0.149,1.03E-05,0.000185,0.103,0.338,165.002,4,Angry,2
1450,When Worlds Collide,Powerman 5000,1999,alternative metal,0,0,0.56,0.903,11,-4.77,1,0.0756,0.00125,0,0.295,0.581,143.828,4,Angry,1
1451,Bad Romance,Halestorm,2011,alternative metal,0,65,0.545,0.927,1,-4.736,1,0.0706,0.0128,2.33E-06,0.367,0.682,124.061,4,Angry,5
1452,Judas,Fozzy,2017,alternative metal,0,63,0.418,0.907,0,-3.675,1,0.0584,0.000101,0.000433,0.346,0.473,99.17,4,Angry,5
1453,Prey,Parkway Drive,2018,alternative metal,0,61,0.27,0.964,6,-4.545,1,0.0866,3.28E-05,0.0247,0.525,0.325,99.731,3,Angry,6
1454,Inside Out,Five Finger Death Punch,2019,alternative metal,1,58,0.476,0.991,4,-2.855,0,0.15,0.00191,0,0.121,0.202,82.997,4,Angry,0
1455,That's My Jam,Skindred,2018,alternative metal,0,25,0.585,0.928,5,-4.939,1,0.0607,0.0043,0,0.275,0.547,104.007,4,Angry,1
1456,Bad Company,Five Finger Death Punch,2009,alternative metal,1,1,0.557,0.886,11,-4.196,0,0.0498,0.000595,9.84E-05,0.0904,0.17,114.025,4,Angry,0
1457,Full Circle,Five Finger Death Punch,2020,alternative metal,1,44,0.495,0.993,7,-3.014,1,0.145,0.000151,0,0.368,0.29,149.912,4,Angry,4
1458,Boots and Blood,Five Finger Death Punch,2015,alternative metal,1,0,0.497,0.986,7,-4.083,1,0.0937,8.79E-05,1.36E-06,0.0889,0.556,175.56,3,Angry,4
1459,No Sudden Movement,Five Finger Death Punch,2015,alternative metal,1,0,0.55,0.995,6,-4.634,1,0.0918,2.57E-05,0.000325,0.0976,0.257,121.992,4,Angry,4
1460,Ain't My Last Dance,Five Finger Death Punch,2015,alternative metal,1,0,0.485,0.985,1,-3.455,0,0.0705,3.89E-05,0,0.171,0.562,140.031,4,Angry,0
1461,This Is My War,Five Finger Death Punch,2015,alternative metal,1,0,0.55,0.981,5,-3.544,1,0.0419,2.13E-05,0.000179,0.0936,0.448,109.985,4,Angry,4
1462,Royal Leash,Processor,2020,cyberpunk,0,41,0.6,0.833,1,-3.736,1,0.0402,3.68E-05,0.805,0.646,0.16,118.023,4,Angry,5
1463,Metacortex,Harmed,2020,nu-metalcore,1,10,0.472,0.917,2,-4.276,1,0.0341,1.11E-05,0.0744,0.284,0.0926,135.042,4,Angry,4
1464,Ragman,Drakum,2020,deep folk metal,0,10,0.498,0.874,11,-6.387,0,0.0582,2.06E-05,0.00496,0.0922,0.573,105.017,4,Angry,2
1465,Underneath,Another Day's Armor,2020,gymcore,1,40,0.352,0.98,6,-3.451,1,0.236,0.000305,0.00482,0.103,0.149,200.054,4,Angry,4
1466,Runnin' Wild,Airbourne,2007,album rock,0,67,0.503,0.96,10,-2.672,1,0.0626,9.25E-05,0.578,0.274,0.489,162.022,4,Angry,6
1467,Word Up!,Korn,2004,alternative metal,0,61,0.577,0.94,6,-4.439,0,0.0361,2.42E-05,0.0715,0.347,0.818,116.045,4,Angry,2
1468,Hardwired,Metallica,2016,hard rock,1,55,0.13,0.991,11,-3.126,1,0.0604,1.15E-05,0.00412,0.225,0.505,185.364,4,Angry,4
1469,Cowboys from Hell,Pantera,1990,alternative metal,1,70,0.415,0.908,2,-9.701,1,0.0765,0.00437,0.0345,0.082,0.437,114.816,4,Angry,4
1470,Awake and Alive,Skillet,2009,alternative metal,0,68,0.434,0.939,4,-2.983,0,0.0593,0.0425,0,0.491,0.569,159.932,4,Angry,2
1471,You Ain't Ready,Skillet,2019,alternative metal,0,49,0.52,0.973,4,-3.952,1,0.0702,0.00285,0,0.377,0.622,94.078,4,Angry,5
1472,Rise Up,Skillet,2019,alternative metal,0,49,0.32,0.947,2,-3.918,1,0.152,2.04E-05,0,0.31,0.471,134.099,4,Angry,5
1473,Terrify the Dark,Skillet,2019,alternative metal,0,44,0.478,0.816,11,-4.288,1,0.0451,0.00165,0,0.356,0.264,75.959,4,Angry,6
1474,Never Going Back,Skillet,2019,alternative metal,0,47,0.479,0.864,5,-2.706,0,0.0366,3.25E-05,0.0215,0.0751,0.403,97.028,4,Angry,2
1475,Reach,Skillet,2019,alternative metal,0,43,0.481,0.967,9,-3.571,0,0.0989,4.12E-05,2.04E-05,0.174,0.269,139.972,4,Angry,2
1476,Back to Life,Skillet,2019,alternative metal,0,44,0.443,0.9,11,-3.329,0,0.052,3.68E-05,0.617,0.11,0.476,160.006,4,Angry,2
1477,Entertain You,Within Temptation,2020,dutch metal,0,7,0.559,0.878,1,-4.341,0,0.0403,0.000471,2.19E-06,0.218,0.597,137.114,4,Angry,2
1478,Sentinels,Green Carnation,2020,doom metal,0,23,0.49,0.891,2,-6.743,1,0.0439,0.000486,0.000377,0.119,0.495,128.05,4,Angry,5
1479,Dumptruck,Wilson,2018,modern hard rock,1,0,0.491,0.87,2,-4.327,1,0.0443,4.49E-05,0.000145,0.0607,0.21,103.072,4,Angry,4
1480,Dig,Mudvayne,2000,alternative metal,0,48,0.623,0.983,11,-3.548,0,0.151,9.62E-05,0.0617,0.261,0.271,134.975,4,Angry,2
1481,Cereal Killer - Edit,Green Jelly,1993,comic metal,0,24,0.407,0.923,9,-6.452,1,0.105,0.00047,0.638,0.117,0.247,121.149,4,Angry,6
1482,Misadventures Of Shitman,Green Jelly,1993,comic metal,0,21,0.339,0.627,2,-9.177,1,0.116,0.00141,0.0182,0.79,0.263,95.727,1,Angry,5
1483,Three Little Pigs,Green Jelly,1993,comic metal,0,49,0.449,0.95,7,-4.978,1,0.225,0.0115,3.66E-05,0.514,0.339,144.469,4,Angry,6
1484,Anarchy In The U.K.,Green Jelly,1993,comic metal,0,23,0.517,0.934,0,-6.921,1,0.0492,0.000132,4.49E-05,0.314,0.797,140.053,4,Angry,5
1485,Popular Monster,Falling In Reverse,2019,metalcore,1,75,0.461,0.897,3,-3.982,0,0.092,0.00821,0,0.0965,0.358,165.107,4,Angry,0
1486,Push,Drowning Pool,2016,alternative metal,1,0,0.455,0.962,7,-3.92,1,0.0789,1.33E-05,0.000128,0.123,0.571,76.493,4,Angry,4
1487,Inside Out (Radio Edit),Five Finger Death Punch,2019,alternative metal,1,39,0.342,0.988,4,-3.339,0,0.163,0.00357,0,0.274,0.228,82.857,4,Angry,0
1488,Big Bang,Smash Into Pieces,2020,modern alternative rock,1,36,0.494,0.921,11,-3.242,1,0.0656,0.00556,1.90E-05,0.286,0.149,90.047,4,Angry,4
1489,The Day I Tried To Live,Sevendust,2020,alternative metal,0,37,0.474,0.87,4,-6.506,1,0.0732,8.09E-05,0.127,0.176,0.506,135.009,4,Angry,5
1490,Somebody That I Used to Know,Three Days Grace,2020,alternative metal,0,61,0.6,0.639,11,-7.705,0,0.0388,0.00062,1.85E-06,0.249,0.513,119.962,4,Angry,2
1491,Turn The Page,Metallica,1998,hard rock,0,64,0.426,0.813,8,-3.963,1,0.0318,1.94E-05,0.022,0.0937,0.228,149.013,4,Angry,6
1492,King Of Pain,Mudvayne,2007,alternative metal,1,46,0.602,0.935,11,-4.802,0,0.0755,0.000844,1.72E-05,0.0621,0.202,124.989,4,Angry,0
1493,Mad World,Palaye Royale,2020,modern alternative rock,0,51,0.302,0.73,2,-6.369,1,0.0901,0.122,8.99E-06,0.0956,0.183,114.558,4,Angry,5
1494,Never Enough,ENMY,2021,gymcore,0,30,0.458,0.981,4,-4.522,1,0.0487,0.000235,0,0.0822,0.273,95.549,4,Angry,5
1495,Today's Western,Outline In Color,2021,melodic metalcore,0,32,0.547,0.952,10,-3.374,0,0.0937,8.04E-05,0.000526,0.0591,0.564,101.494,4,Angry,2
1496,Sabotage,Beastie Boys,1994,alternative rock,1,73,0.324,0.938,6,-7.332,0,0.102,0.032,0.0321,0.0961,0.543,168.131,4,Angry,0
1497,Bullet With Butterfly Wings,The Smashing Pumpkins,1995,alternative metal,0,0,0.389,0.705,10,-10.331,0,0.0553,5.01E-05,0.86,0.09,0.555,122.154,4,Angry,2
1498,Bulls On Parade,Rage Against The Machine,1996,alternative metal,1,74,0.412,0.919,5,-7.291,1,0.184,0.0124,0.0601,0.424,0.572,166.367,4,Angry,4
1499,Welcome to Paradise,Green Day,1994,permanent wave,0,69,0.37,0.96,3,-4.162,0,0.0378,0.000241,0.0116,0.0563,0.717,89.428,4,Angry,2
1500,Dammit,blink-182,1997,pop punk,1,66,0.426,0.972,0,-5.122,1,0.0954,0.0017,0,0.171,0.341,111.221,4,Angry,4
1501,Man in the Box,Alice In Chains,1990,alternative metal,1,73,0.355,0.791,8,-7.565,1,0.0453,0.00045,0,0.0969,0.758,106.392,4,Angry,4
1502,Killing In The Name,Rage Against The Machine,1992,alternative metal,1,78,0.466,0.833,7,-4.215,1,0.304,0.0266,0,0.0327,0.661,88.785,4,Angry,4
1503,You Never Listen,Tetrarch,2021,atlanta punk,0,29,0.475,0.956,9,-4.019,0,0.0891,0.000328,0,0.425,0.437,102.514,4,Angry,2
1504,Now That We're Dead,Metallica,2016,hard rock,0,50,0.566,0.951,2,-3.591,1,0.0464,0.000101,0.103,0.266,0.345,128.304,4,Angry,5
1505,Holier Than Thou,Metallica,1991,hard rock,0,41,0.48,0.959,5,-6.227,1,0.0376,0.000288,0.674,0.0507,0.348,172.186,4,Angry,5
1506,Sad But True,Metallica,1991,hard rock,0,52,0.632,0.845,7,-6.336,1,0.0333,0.000773,0.00152,0.0618,0.433,89.232,4,Angry,6
1507,The Four Horsemen (Remastered),Metallica,1983,hard rock,0,48,0.222,0.938,0,-6.91,1,0.375,0.00171,0.0845,0.108,0.329,203.098,4,Angry,5
1508,Spit Out the Bone,Metallica,2016,hard rock,0,49,0.157,0.987,9,-3.739,1,0.091,9.25E-06,0.0628,0.151,0.462,167.949,4,Angry,6
1509,Of Wolf And Man,Metallica,1991,hard rock,0,41,0.627,0.752,5,-7.691,1,0.0346,0.000881,0.0299,0.105,0.472,121.775,4,Angry,6
1510,Through The Never,Metallica,1991,hard rock,0,41,0.391,0.929,4,-6.773,0,0.0426,0.00742,0.382,0.183,0.524,93.919,4,Angry,2
1511,Breadfan (Remastered),Metallica,1988,hard rock,0,44,0.371,0.856,0,-10.183,1,0.0699,0.000254,0.136,0.606,0.22,122.657,4,Angry,5
1512,Seek & Destroy (Remastered),Metallica,1983,hard rock,0,53,0.439,0.963,9,-5.508,1,0.277,0.0364,0.00896,0.0784,0.435,140.805,4,Angry,6
1513,The Only,Static-X,2003,alternative metal,0,66,0.428,0.979,1,-2.929,1,0.225,7.04E-05,0,0.129,0.292,104.84,4,Angry,5
1514,I'm With Stupid,Static-X,1999,alternative metal,1,54,0.551,0.982,7,-5.208,1,0.0898,8.69E-05,0.00038,0.219,0.491,138.064,4,Angry,4
1515,Aerials,System Of A Down,2001,alternative metal,0,74,0.364,0.922,0,-4.217,0,0.0567,0.000915,0.0346,0.0697,0.227,79.342,4,Angry,2
1516,Back From The Dead,Halestorm,2021,alternative metal,0,58,0.32,0.97,5,-2.969,0,0.0969,6.05E-05,1.11E-05,0.0848,0.354,168.188,4,Angry,2
1517,"deathwish (feat. nothing,nowhere.)",Stand Atlantic,2021,anthem emo,1,64,0.758,0.779,8,-4.405,1,0.038,0.000717,0,0.109,0.588,124.987,4,Angry,4
1517,"deathwish (feat. nothing,nowhere.)","nothing,nowhere.",2021,anthem emo,1,64,0.758,0.779,8,-4.405,1,0.038,0.000717,0,0.109,0.588,124.987,4,Angry,4
1518,Ali Bomaye,The Game,2012,gangster rap,1,66,0.381,0.69,10,-5.312,0,0.455,0.0209,0,0.438,0.223,78.239,4,Disgust,0
1518,Ali Bomaye,2 Chainz,2012,gangster rap,1,66,0.381,0.69,10,-5.312,0,0.455,0.0209,0,0.438,0.223,78.239,4,Disgust,0
1518,Ali Bomaye,Rick Ross,2012,gangster rap,1,66,0.381,0.69,10,-5.312,0,0.455,0.0209,0,0.438,0.223,78.239,4,Disgust,0
1519,Hussle & Motivate,Nipsey Hussle,2018,conscious hip hop,1,63,0.836,0.779,7,-3.829,1,0.0519,0.00369,0.000173,0.58,0.555,119.908,4,Disgust,4
1520,Nightmare,Offset,2017,atl hip hop,1,59,0.739,0.405,0,-10.897,1,0.085,0.443,0.207,0.158,0.128,157.09,4,Disgust,4
1520,Nightmare,Metro Boomin,2017,atl hip hop,1,59,0.739,0.405,0,-10.897,1,0.085,0.443,0.207,0.158,0.128,157.09,4,Disgust,4
1521,Learn How to Watch (feat. Mac Miller & MadeinTYO),Carnage,2018,edm,1,50,0.547,0.737,7,-6.397,1,0.361,0.299,0,0.173,0.323,130.022,4,Disgust,4
1521,Learn How to Watch (feat. Mac Miller & MadeinTYO),Mac Miller,2018,edm,1,50,0.547,0.737,7,-6.397,1,0.361,0.299,0,0.173,0.323,130.022,4,Disgust,4
1521,Learn How to Watch (feat. Mac Miller & MadeinTYO),MadeinTYO,2018,edm,1,50,0.547,0.737,7,-6.397,1,0.361,0.299,0,0.173,0.323,130.022,4,Disgust,4
1522,Exodus,$uicideboy$,2015,dark trap,1,0,0.607,0.749,2,-4.497,1,0.0728,0.00641,7.66E-05,0.234,0.18,121.829,4,Disgust,4
1523,Man Of The Year,ScHoolboy Q,2014,gangster rap,1,72,0.749,0.865,3,-5.228,1,0.0413,0.00536,0,0.198,0.371,111.914,4,Disgust,4
1524,Dead Or Alive,Jazz Cartier,2015,canadian hip hop,1,61,0.456,0.793,5,-5.569,1,0.65,0.175,0,0.169,0.707,205.348,4,Disgust,4
1525,Let It Eat (feat. Ugly God),Comethazine,2018,meme rap,1,38,0.944,0.752,11,-2.625,0,0.135,0.00754,0.0107,0.141,0.489,134.039,4,Disgust,0
1525,Let It Eat (feat. Ugly God),Ugly God,2018,meme rap,1,38,0.944,0.752,11,-2.625,0,0.135,0.00754,0.0107,0.141,0.489,134.039,4,Disgust,0
1526,Bang,Bazanji,2020,pop rap,1,25,0.786,0.774,5,-7.277,0,0.05,0.0553,0,0.105,0.113,115.012,4,Disgust,0
1527,"Telephone Calls (feat. A$AP Rocky, Tyler, The Creator, Playboi Carti & Yung Gleesh)",A$AP Mob,2016,hip hop,1,61,0.732,0.772,2,-6.142,0,0.267,0.194,1.54E-06,0.242,0.493,123.009,4,Disgust,0
1527,"Telephone Calls (feat. A$AP Rocky, Tyler, The Creator, Playboi Carti & Yung Gleesh)",A$AP Rocky,2016,hip hop,1,61,0.732,0.772,2,-6.142,0,0.267,0.194,1.54E-06,0.242,0.493,123.009,4,Disgust,0
