title,all_artists,release_date,explicit,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,emotion 
Enough,['Disturbed'],2008,False,46,0.494,0.949,5,-4.452,0,0.0891,0.000233,0.00354,0.0917,0.637,168.071,4,Angry
Fade to Black - Live,['Disturbed'],2004,False,30,0.518,0.742,6,-6.62,1,0.0379,0.102,0.00773,0.387,0.251,116.001,4,Angry
Conflict,['Disturbed'],2010,False,37,0.449,0.921,6,-4.331,1,0.0703,0.000333,0.00133,0.0626,0.665,121.042,4,Angry
Loading the Weapon - Live,['Disturbed'],2004,False,22,0.463,0.802,6,-6.616,1,0.0623,0.015,0.876,0.394,0.229,137.079,4,Angry
Living After Midnight,['Disturbed'],2011,False,50,0.701,0.877,8,-4.772,1,0.0696,0.00029,0.00309,0.0454,0.7,131.972,4,Angry
Meaning of Life,['Disturbed'],2010,True,39,0.711,0.971,10,-3.405,0,0.131,0.000123,0.025,0.0281,0.656,125.998,4,Angry
This Venom,['Disturbed'],2018,False,50,0.6,0.982,7,-2.688,1,0.0833,0.00034,0,0.374,0.564,124.031,4,Angry
Nothing To Lose But You,['Three Days Grace'],2018,False,43,0.585,0.811,6,-5.116,0,0.033,8.37e-05,0,0.137,0.647,134.084,4,Angry
The High Road,['Three Days Grace'],2012,False,56,0.442,0.88,1,-4.187,0,0.0761,0.0424,0,0.153,0.4,142.733,4,Angry
Right Left Wrong,['Three Days Grace'],2018,True,58,0.489,0.833,9,-5.348,1,0.054,0.0036,1.33e-06,0.111,0.307,135.431,4,Angry
Just Like You,['Three Days Grace'],2003,False,59,0.373,0.737,1,-5.282,1,0.0297,9.4e-06,0,0.0696,0.565,177.9,4,Angry
Enemy,['Sevendust'],2005,True,21,0.579,0.99,1,-2.263,1,0.0703,0.000225,0.000147,0.106,0.393,106.903,4,Angry
Ominous / Hope,['Monte Pittman'],2018,False,0,0.479,0.97,1,-5.294,1,0.0774,0.00146,0.0127,0.291,0.529,157.79,4,Angry
Redneck,['Lamb of God'],2006,True,62,0.512,0.996,2,-2.1,1,0.114,5.63e-05,0.000167,0.347,0.0601,130.931,4,Angry
All Nightmare Long,['Metallica'],2008,False,59,0.268,0.974,9,-2.948,1,0.114,0.00067,0.00106,0.0772,0.342,182.095,4,Angry
This Is The New Shit,['Marilyn Manson'],2003,True,60,0.566,0.869,2,-6.084,1,0.1,0.000916,0.00346,0.114,0.647,178.113,4,Angry
Vilify,['Device'],2013,True,42,0.441,0.982,0,-3.95,1,0.178,0.0047,0,0.176,0.497,165.891,4,Angry
Kill the Power,['Skindred'],2014,False,38,0.6,0.978,10,-2.939,0,0.121,0.0114,0.000705,0.472,0.607,99.982,4,Angry
Determined,['Mudvayne'],2005,True,55,0.4,0.991,8,-2.043,1,0.152,4.29e-05,6.6e-06,0.28,0.45,129.519,4,Angry
Sugar,['System Of A Down'],1998,True,24,0.451,0.889,1,-2.693,1,0.261,0.00167,0.00215,0.258,0.586,131.073,4,Angry
Brand New Numb,['Motionless In White'],2019,True,0,0.566,0.886,0,-3.63,1,0.0902,0.000348,0,0.494,0.619,130.066,4,Angry
Hail to the King,['Avenged Sevenfold'],2013,False,75,0.58,0.916,3,-4.358,0,0.0387,0.000297,0.0259,0.126,0.683,118.004,4,Angry
Animal I Have Become,['Three Days Grace'],2006,False,66,0.553,0.853,8,-3.668,1,0.0339,0.000684,0,0.126,0.506,122.023,4,Angry
Stupify,['Disturbed'],2000,True,57,0.49,0.938,1,-3.916,1,0.129,0.00234,2.17e-05,0.186,0.437,196.143,4,Angry
Jekyll and Hyde,['Five Finger Death Punch'],2015,True,1,0.543,0.965,6,-4.038,1,0.0963,0.000613,9.97e-06,0.0883,0.715,155.019,4,Angry
Wrong Side of Heaven,['Five Finger Death Punch'],2013,True,1,0.482,0.927,4,-5.122,0,0.0665,0.00662,0,0.282,0.529,150.015,4,Angry
Coming Undone,['Korn'],2005,False,72,0.687,0.677,2,-4.172,1,0.0508,0.000658,0.000146,0.0564,0.546,75.052,4,Angry
Chop Suey!,['System Of A Down'],2001,False,80,0.417,0.934,7,-3.908,0,0.119,0.000278,0.0015,0.132,0.287,127.066,4,Angry
Master of Puppets (Remastered),['Metallica'],1986,False,67,0.539,0.828,4,-9.108,0,0.035,0.00067,0.421,0.154,0.562,105.25,4,Angry
Are You Ready,['Disturbed'],2018,False,58,0.392,0.976,7,-2.189,1,0.107,0.000107,0,0.271,0.521,199.888,4,Angry
Rebel Yell,['Dope'],2009,True,0,0.326,0.949,10,-4.226,0,0.0885,0.00011,0.186,0.275,0.305,166.946,4,Angry
Enter Sandman,['Metallica'],1991,False,62,0.579,0.824,6,-8.71,0,0.03,0.00206,0.00903,0.059,0.635,123.331,4,Angry
Toxicity,['System Of A Down'],2001,False,78,0.413,0.873,8,-4.151,1,0.0536,0.000264,0.00249,0.204,0.48,116.68,3,Angry
One (Remastered),['Metallica'],1988,False,68,0.438,0.687,7,-9.15,1,0.0619,0.000668,0.0801,0.42,0.426,103.01,3,Angry
You Spin Me Round (Like A Record),['Dope'],1999,False,65,0.602,0.876,11,-5.212,1,0.0442,0.000122,7.16e-06,0.108,0.713,128.563,4,Angry
Got Your Six,['Five Finger Death Punch'],2015,False,52,0.535,0.986,4,-4.483,1,0.0965,9.63e-05,4.9e-06,0.0821,0.353,76.473,4,Angry
We Hate,['Sworn Enemy'],2006,False,29,0.368,0.969,8,-4.471,1,0.291,0.000105,0,0.106,0.216,175.446,4,Angry
Through Glass,['Stone Sour'],2006,False,71,0.545,0.753,3,-4.618,0,0.036,0.0417,0,0.389,0.434,105.754,4,Angry
Tear Down the Wall,['Art Of Dying'],2015,False,51,0.58,0.964,2,-3.591,1,0.0417,0.000295,2.73e-05,0.325,0.619,96.009,4,Angry
Hell Yeah,['Rev Theory'],2008,False,67,0.357,0.982,3,-3.41,0,0.107,0.000105,3.64e-06,0.0222,0.368,167.889,4,Angry
Why Don't You Get A Job,['The Offspring'],1998,True,72,0.766,0.882,5,-4.478,1,0.0719,0.0674,2.3e-06,0.281,0.544,107.932,4,Angry
Let This Go,['Five Finger Death Punch'],2013,True,0,0.443,0.993,7,-3.365,1,0.205,4.78e-05,3.84e-06,0.142,0.33,193.939,4,Angry
The Night,['Disturbed'],2008,False,0,0.448,0.976,0,-3.649,1,0.0749,0.000426,0.000182,0.0884,0.585,184.076,4,Angry
Shout 2000,['Disturbed'],2000,False,45,0.606,0.951,11,-4.644,1,0.0465,8.88e-05,6.49e-05,0.0441,0.67,97.858,4,Angry
The Bleeding,['Five Finger Death Punch'],2007,False,0,0.324,0.804,0,-5.624,0,0.0498,0.00151,0,0.116,0.105,159.953,4,Angry
I Don't Care (feat. Adam Gontier),"['Apocalyptica', 'Adam Gontier']",2007,False,0,0.311,0.744,2,-4.615,0,0.0436,0.00998,0,0.0799,0.336,179.076,4,Angry
Anti-Everything,['DED'],2017,True,48,0.678,0.967,1,-3.548,1,0.0873,0.00251,0,0.264,0.365,109.03,4,Angry
Drop Dead Cynical,['Amaranthe'],2014,False,0,0.521,0.913,7,-3.948,1,0.0819,4.13e-05,0.00023,0.0961,0.542,140.059,4,Angry
Sham Pain,['Five Finger Death Punch'],2018,True,57,0.554,0.938,11,-4.901,0,0.0532,0.000176,2.9e-06,0.147,0.4,96.5,4,Angry
California Dreaming,['Hollywood Undead'],2017,True,55,0.503,0.967,7,-2.492,1,0.176,3.16e-05,0,0.299,0.254,95.006,4,Angry
Legendary,['Skillet'],2019,False,65,0.548,0.924,11,-4.48,0,0.0689,0.00033,1.42e-05,0.162,0.242,124.031,4,Angry
Die MF Die,['Dope'],2001,True,68,0.657,0.96,5,-3.524,0,0.07,0.00169,0.000997,0.109,0.567,126.02,4,Angry
Out For Blood,['Sum 41'],2019,False,0,0.553,0.868,6,-4.186,0,0.048,7.35e-05,0.0359,0.0934,0.5,140.047,4,Angry
Who Do You Trust?,['Papa Roach'],2019,False,50,0.582,0.936,2,-3.427,1,0.0382,0.0482,9.13e-06,0.341,0.372,102.019,4,Angry
1234,"['Emigrate', 'Benjamin Kowalewicz']",2018,False,0,0.558,0.953,7,-4.705,1,0.0288,5.32e-05,0.000375,0.062,0.75,95.0,4,Angry
One Step Closer,['Linkin Park'],2000,False,75,0.492,0.969,9,-4.419,1,0.0491,0.0014,1.32e-06,0.0787,0.538,95.136,4,Angry
Hardwired,['Metallica'],2016,True,0,0.274,0.99,8,-3.329,0,0.0465,1.02e-05,0.0052,0.216,0.533,93.515,4,Angry
Walk,['Pantera'],1992,True,73,0.43,0.704,1,-8.008,0,0.0804,0.000155,0.00221,0.0933,0.703,118.242,4,Angry
Simple Man,['MESSER'],2018,False,24,0.403,0.966,7,-3.851,0,0.149,1.03e-05,0.000185,0.103,0.338,165.002,4,Angry
When Worlds Collide,['Powerman 5000'],1999,False,0,0.56,0.903,11,-4.77,1,0.0756,0.00125,0,0.295,0.581,143.828,4,Angry
Bad Romance,['Halestorm'],2011,False,65,0.545,0.927,1,-4.736,1,0.0706,0.0128,2.33e-06,0.367,0.682,124.061,4,Angry
Judas,['Fozzy'],2017,False,63,0.418,0.907,0,-3.675,1,0.0584,0.000101,0.000433,0.346,0.473,99.17,4,Angry
Prey,['Parkway Drive'],2018,False,61,0.27,0.964,6,-4.545,1,0.0866,3.28e-05,0.0247,0.525,0.325,99.731,3,Angry
Inside Out,['Five Finger Death Punch'],2019,True,58,0.476,0.991,4,-2.855,0,0.15,0.00191,0,0.121,0.202,82.997,4,Angry
That's My Jam,['Skindred'],2018,False,25,0.585,0.928,5,-4.939,1,0.0607,0.0043,0,0.275,0.547,104.007,4,Angry
Revolution,['Kopek'],2014,False,41,0.531,0.901,4,-4.515,0,0.0567,0.000698,0,0.461,0.564,87.476,4,Angry
Bad Company,['Five Finger Death Punch'],2009,True,2,0.557,0.886,11,-4.196,0,0.0498,0.000595,9.84e-05,0.0904,0.17,114.025,4,Angry
Full Circle,['Five Finger Death Punch'],2020,True,44,0.495,0.993,7,-3.014,1,0.145,0.000151,0,0.368,0.29,149.912,4,Angry
Boots and Blood,['Five Finger Death Punch'],2015,True,0,0.497,0.986,7,-4.083,1,0.0937,8.79e-05,1.36e-06,0.0889,0.556,175.56,3,Angry
No Sudden Movement,['Five Finger Death Punch'],2015,True,0,0.55,0.995,6,-4.634,1,0.0918,2.57e-05,0.000325,0.0976,0.257,121.992,4,Angry
Ain't My Last Dance,['Five Finger Death Punch'],2015,True,0,0.485,0.985,1,-3.455,0,0.0705,3.89e-05,0,0.171,0.562,140.031,4,Angry
This Is My War,['Five Finger Death Punch'],2015,True,0,0.55,0.981,5,-3.544,1,0.0419,2.13e-05,0.000179,0.0936,0.448,109.985,4,Angry
Royal Leash,['Processor'],2020,False,41,0.6,0.833,1,-3.736,1,0.0402,3.68e-05,0.805,0.646,0.16,118.023,4,Angry
Metacortex,['Harmed'],2020,True,10,0.472,0.917,2,-4.276,1,0.0341,1.11e-05,0.0744,0.284,0.0926,135.042,4,Angry
Ragman,['Drakum'],2020,False,10,0.498,0.874,11,-6.387,0,0.0582,2.06e-05,0.00496,0.0922,0.573,105.017,4,Angry
Underneath,"[""Another Day's Armor""]",2020,True,40,0.352,0.98,6,-3.451,1,0.236,0.000305,0.00482,0.103,0.149,200.054,4,Angry
Runnin' Wild,['Airbourne'],2007,False,67,0.503,0.96,10,-2.672,1,0.0626,9.25e-05,0.578,0.274,0.489,162.022,4,Angry
Word Up!,['Korn'],2004,False,61,0.577,0.94,6,-4.439,0,0.0361,2.42e-05,0.0715,0.347,0.818,116.045,4,Angry
Hardwired,['Metallica'],2016,True,55,0.13,0.991,11,-3.126,1,0.0604,1.15e-05,0.00412,0.225,0.505,185.364,4,Angry
Cowboys from Hell,['Pantera'],1990,True,70,0.415,0.908,2,-9.701,1,0.0765,0.00437,0.0345,0.082,0.437,114.816,4,Angry
Awake and Alive,['Skillet'],2009,False,68,0.434,0.939,4,-2.983,0,0.0593,0.0425,0,0.491,0.569,159.932,4,Angry
You Ain't Ready,['Skillet'],2019,False,48,0.52,0.973,4,-3.952,1,0.0702,0.00285,0,0.377,0.622,94.078,4,Angry
Rise Up,['Skillet'],2019,False,49,0.32,0.947,2,-3.918,1,0.152,2.04e-05,0,0.31,0.471,134.099,4,Angry
Terrify the Dark,['Skillet'],2019,False,44,0.478,0.816,11,-4.288,1,0.0451,0.00165,0,0.356,0.264,75.959,4,Angry
Never Going Back,['Skillet'],2019,False,47,0.479,0.864,5,-2.706,0,0.0366,3.25e-05,0.0215,0.0751,0.403,97.028,4,Angry
Reach,['Skillet'],2019,False,43,0.481,0.967,9,-3.571,0,0.0989,4.12e-05,2.04e-05,0.174,0.269,139.972,4,Angry
Back to Life,['Skillet'],2019,False,44,0.443,0.9,11,-3.329,0,0.052,3.68e-05,0.617,0.11,0.476,160.006,4,Angry
Entertain You,['Within Temptation'],2020,False,7,0.559,0.878,1,-4.341,0,0.0403,0.000471,2.19e-06,0.218,0.597,137.114,4,Angry
Sentinels,['Green Carnation'],2020,False,23,0.49,0.891,2,-6.743,1,0.0439,0.000486,0.000377,0.119,0.495,128.05,4,Angry
Dumptruck,['Wilson'],2018,True,0,0.491,0.87,2,-4.327,1,0.0443,4.49e-05,0.000145,0.0607,0.21,103.072,4,Angry
Dig,['Mudvayne'],2000,False,48,0.623,0.983,11,-3.548,0,0.151,9.62e-05,0.0617,0.261,0.271,134.975,4,Angry
Cereal Killer - Edit,['Green Jelly'],1993,False,24,0.407,0.923,9,-6.452,1,0.105,0.00047,0.638,0.117,0.247,121.149,4,Angry
Misadventures Of Shitman,['Green Jelly'],1993,False,21,0.339,0.627,2,-9.177,1,0.116,0.00141,0.0182,0.79,0.263,95.727,1,Angry
Three Little Pigs,['Green Jelly'],1993,False,49,0.449,0.95,7,-4.978,1,0.225,0.0115,3.66e-05,0.514,0.339,144.469,4,Angry
Anarchy In The U.K.,['Green Jelly'],1993,False,23,0.517,0.934,0,-6.921,1,0.0492,0.000132,4.49e-05,0.314,0.797,140.053,4,Angry
Popular Monster,['Falling In Reverse'],2019,True,75,0.461,0.897,3,-3.982,0,0.092,0.00821,0,0.0965,0.358,165.107,4,Angry
Push,['Drowning Pool'],2016,True,0,0.455,0.962,7,-3.92,1,0.0789,1.33e-05,0.000128,0.123,0.571,76.493,4,Angry
Inside Out (Radio Edit),['Five Finger Death Punch'],2019,True,39,0.342,0.988,4,-3.339,0,0.163,0.00357,0,0.274,0.228,82.857,4,Angry
Big Bang,['Smash Into Pieces'],2020,True,36,0.494,0.921,11,-3.242,1,0.0656,0.00556,1.9e-05,0.286,0.149,90.047,4,Angry
The Day I Tried To Live,['Sevendust'],2020,False,37,0.474,0.87,4,-6.506,1,0.0732,8.09e-05,0.127,0.176,0.506,135.009,4,Angry
Somebody That I Used to Know,['Three Days Grace'],2020,False,61,0.6,0.639,11,-7.705,0,0.0388,0.00062,1.85e-06,0.249,0.513,119.962,4,Angry
Turn The Page,['Metallica'],1998,False,64,0.426,0.813,8,-3.963,1,0.0318,1.94e-05,0.022,0.0937,0.228,149.013,4,Angry
Immigrant Song,['Small Town Titans'],2019,False,38,0.455,0.949,6,-4.85,0,0.219,0.000978,8.03e-06,0.0754,0.253,111.983,4,Angry
King Of Pain,['Mudvayne'],2007,True,46,0.602,0.935,11,-4.802,0,0.0755,0.000844,1.72e-05,0.0621,0.202,124.989,4,Angry
Mad World,['Palaye Royale'],2020,False,51,0.302,0.73,2,-6.369,1,0.0901,0.122,8.99e-06,0.0956,0.183,114.558,4,Angry
Never Enough,['ENMY'],2021,False,30,0.458,0.981,4,-4.522,1,0.0487,0.000235,0,0.0822,0.273,95.549,4,Angry
Today's Western,['Outline In Color'],2021,False,32,0.547,0.952,10,-3.374,0,0.0937,8.04e-05,0.000526,0.0591,0.564,101.494,4,Angry
Sabotage,['Beastie Boys'],1994,True,73,0.324,0.938,6,-7.332,0,0.102,0.032,0.0321,0.0961,0.543,168.131,4,Angry
Bullet With Butterfly Wings,['The Smashing Pumpkins'],1995,False,0,0.389,0.705,10,-10.331,0,0.0553,5.01e-05,0.86,0.09,0.555,122.154,4,Angry
Bulls On Parade,['Rage Against The Machine'],1996,True,74,0.412,0.919,5,-7.291,1,0.184,0.0124,0.0601,0.424,0.572,166.367,4,Angry
Welcome to Paradise,['Green Day'],1994,False,69,0.37,0.96,3,-4.162,0,0.0378,0.000241,0.0116,0.0563,0.717,89.428,4,Angry
Dammit,['blink-182'],1997,True,66,0.426,0.972,0,-5.122,1,0.0954,0.0017,0,0.171,0.341,111.221,4,Angry
Man in the Box,['Alice In Chains'],1990,True,73,0.355,0.791,8,-7.565,1,0.0453,0.00045,0,0.0969,0.758,106.392,4,Angry
Killing In The Name,['Rage Against The Machine'],1992,True,78,0.466,0.833,7,-4.215,1,0.304,0.0266,0,0.0327,0.661,88.785,4,Angry
You Never Listen,['Tetrarch'],2021,False,29,0.475,0.956,9,-4.019,0,0.0891,0.000328,0,0.425,0.437,102.514,4,Angry
Now That We're Dead,['Metallica'],2016,False,50,0.566,0.951,2,-3.591,1,0.0464,0.000101,0.103,0.266,0.345,128.304,4,Angry
Holier Than Thou,['Metallica'],1991,False,41,0.48,0.959,5,-6.227,1,0.0376,0.000288,0.674,0.0507,0.348,172.186,4,Angry
Sad But True,['Metallica'],1991,False,52,0.632,0.845,7,-6.336,1,0.0333,0.000773,0.00152,0.0618,0.433,89.232,4,Angry
The Four Horsemen (Remastered),['Metallica'],1983,False,48,0.222,0.938,0,-6.91,1,0.375,0.00171,0.0845,0.108,0.329,203.098,4,Angry
Spit Out the Bone,['Metallica'],2016,False,49,0.157,0.987,9,-3.739,1,0.091,9.25e-06,0.0628,0.151,0.462,167.949,4,Angry
Of Wolf And Man,['Metallica'],1991,False,42,0.627,0.752,5,-7.691,1,0.0346,0.000881,0.0299,0.105,0.472,121.775,4,Angry
Through The Never,['Metallica'],1991,False,41,0.391,0.929,4,-6.773,0,0.0426,0.00742,0.382,0.183,0.524,93.919,4,Angry
Breadfan (Remastered),['Metallica'],1988,False,44,0.371,0.856,0,-10.183,1,0.0699,0.000254,0.136,0.606,0.22,122.657,4,Angry
Seek & Destroy (Remastered),['Metallica'],1983,False,53,0.439,0.963,9,-5.508,1,0.277,0.0364,0.00896,0.0784,0.435,140.805,4,Angry
The Only,['Static-X'],2003,False,66,0.428,0.979,1,-2.929,1,0.225,7.04e-05,0,0.129,0.292,104.84,4,Angry
I'm With Stupid,['Static-X'],1999,True,54,0.551,0.982,7,-5.208,1,0.0898,8.69e-05,0.00038,0.219,0.491,138.064,4,Angry
Aerials,['System Of A Down'],2001,False,74,0.364,0.922,0,-4.217,0,0.0567,0.000915,0.0346,0.0697,0.227,79.342,4,Angry
The Storm,['BECOMING'],2020,False,1,0.33,0.721,2,-10.198,1,0.0376,0.0307,0.615,0.116,0.15,132.737,4,Angry
Back From The Dead,['Halestorm'],2021,False,58,0.32,0.97,5,-2.969,0,0.0969,6.05e-05,1.11e-05,0.0848,0.354,168.188,4,Angry
"deathwish (feat. nothing,nowhere.)","['Stand Atlantic', 'nothing,nowhere.']",2021,True,64,0.758,0.779,8,-4.405,1,0.038,0.000717,0,0.109,0.588,124.987,4,Angry
Ali Bomaye,"['The Game', '2 Chainz', 'Rick Ross']",2012,True,66,0.381,0.69,10,-5.312,0,0.455,0.0209,0,0.438,0.223,78.239,4,Disgust
Hussle & Motivate,['Nipsey Hussle'],2018,True,63,0.836,0.779,7,-3.829,1,0.0519,0.00369,0.000173,0.58,0.555,119.908,4,Disgust
Nightmare,"['Offset', 'Metro Boomin']",2017,True,59,0.739,0.405,0,-10.897,1,0.085,0.443,0.207,0.158,0.128,157.09,4,Disgust
Learn How to Watch (feat. Mac Miller & MadeinTYO),"['Carnage', 'Mac Miller', 'MadeinTYO']",2018,True,50,0.547,0.737,7,-6.397,1,0.361,0.299,0,0.173,0.323,130.022,4,Disgust
Exodus,['$uicideboy$'],2015,True,0,0.607,0.749,2,-4.497,1,0.0728,0.00641,7.66e-05,0.234,0.18,121.829,4,Disgust
Man Of The Year,['ScHoolboy Q'],2014,True,72,0.749,0.865,3,-5.228,1,0.0413,0.00536,0,0.198,0.371,111.914,4,Disgust
Dead Or Alive,['Jazz Cartier'],2015,True,61,0.456,0.793,5,-5.569,1,0.65,0.175,0,0.169,0.707,205.348,4,Disgust
Let It Eat (feat. Ugly God),"['Comethazine', 'Ugly God']",2018,True,39,0.944,0.752,11,-2.625,0,0.135,0.00754,0.0107,0.141,0.489,134.039,4,Disgust
Bang,['Bazanji'],2020,True,25,0.786,0.774,5,-7.277,0,0.05,0.0553,0,0.105,0.113,115.012,4,Disgust
"Telephone Calls (feat. A$AP Rocky, Tyler, The Creator, Playboi Carti & Yung Gleesh)","['A$AP Mob', 'A$AP Rocky', 'Tyler, The Creator', 'Playboi Carti', 'Yung Gleesh']",2016,True,61,0.732,0.772,2,-6.142,0,0.267,0.194,1.54e-06,0.242,0.493,123.009,4,Disgust
Paris,['$uicideboy$'],2015,True,3,0.849,0.648,7,-6.188,1,0.0832,0.0725,0.00592,0.0984,0.196,106.075,4,Disgust
Mercy,"['Kanye West', 'Big Sean', 'Pusha T', '2 Chainz']",2012,True,72,0.563,0.496,6,-9.381,0,0.406,0.0685,5.8e-05,0.173,0.426,139.993,4,Disgust
Swish,['mike.'],2016,True,58,0.905,0.575,1,-8.64,1,0.0881,0.067,2.22e-05,0.0602,0.365,115.031,4,Disgust
Ultimate,['Denzel Curry'],2015,True,67,0.493,0.826,9,-3.106,1,0.311,0.095,3.42e-06,0.252,0.75,112.865,4,Disgust
New Level (feat. Future),"['A$AP Ferg', 'Future']",2015,True,62,0.526,0.655,1,-4.208,0,0.326,0.0566,0,0.116,0.156,121.127,4,Disgust
Judo Chop Freestyle,['Riff Raff'],2015,False,31,0.821,0.536,1,-8.187,1,0.107,0.0266,6.81e-06,0.182,0.289,140.012,4,Disgust
RIP Roach,"['XXXTENTACION', 'Ski Mask The Slump God']",2017,True,75,0.727,0.62,8,-6.443,1,0.306,0.398,0,0.0926,0.555,105.003,4,Disgust
Isis (feat. Logic),"['Joyner Lucas', 'Logic']",2020,True,73,0.884,0.936,1,-3.931,1,0.167,0.206,0,0.262,0.758,120.004,4,Disgust
No Tellin',['Drake'],2015,True,61,0.823,0.467,0,-10.394,0,0.301,0.543,1.06e-06,0.135,0.618,95.026,4,Disgust
HUMBLE.,['Kendrick Lamar'],2017,True,82,0.908,0.621,1,-6.638,0,0.102,0.000282,5.39e-05,0.0958,0.421,150.011,4,Disgust
Sorry Not Sorry,['Bryson Tiller'],2015,True,64,0.681,0.608,1,-6.093,1,0.207,0.0477,0,0.225,0.262,97.934,4,Disgust
Broke As Fuck,['Cordae'],2019,True,62,0.616,0.669,1,-5.791,1,0.32,0.0298,0,0.127,0.275,154.056,4,Disgust
Coming Undone,['Korn'],2005,False,72,0.687,0.677,2,-4.172,1,0.0508,0.000658,0.000146,0.0564,0.546,75.052,4,Disgust
Nihil,['Ghostemane'],2018,True,68,0.665,0.905,7,-5.785,1,0.253,0.161,0.0669,0.907,0.288,114.938,4,Disgust
The Game & Skrillex: El Chapo,"['The Game', 'Skrillex']",2015,True,62,0.754,0.909,6,-3.323,0,0.23,0.138,0,0.281,0.591,126.994,4,Disgust
6 Foot 7 Foot,"['Lil Wayne', 'Cory Gunz']",2011,True,43,0.365,0.751,2,-5.429,1,0.304,0.000707,0,0.318,0.604,79.119,4,Disgust
Trench Coat,['Ghostemane'],2018,True,58,0.851,0.634,11,-8.672,0,0.196,0.26,0.882,0.0766,0.0399,135.017,4,Disgust
Cinderella Man,['Eminem'],2010,True,69,0.679,0.908,8,-3.411,1,0.202,0.234,0,0.0821,0.687,85.918,4,Disgust
Carrollton,['$uicideboy$'],2018,True,2,0.844,0.52,5,-10.626,0,0.533,0.00221,0.00122,0.7,0.289,149.995,4,Disgust
Shooters,['Tory Lanez'],2018,True,61,0.639,0.547,7,-6.237,0,0.0434,0.115,0,0.373,0.117,129.939,4,Disgust
Ski Mask,['Smokepurpp'],2017,True,39,0.846,0.158,8,-18.191,1,0.419,0.042,4.12e-05,0.0845,0.29,139.98,4,Disgust
No Role Modelz,['J. Cole'],2014,True,85,0.692,0.521,10,-8.465,0,0.33,0.301,0,0.0565,0.463,100.45,4,Disgust
Waves,['Kanye West'],2016,True,73,0.557,0.586,10,-4.57,1,0.0382,0.0528,7.33e-06,0.339,0.0681,96.091,4,Disgust
Hot N*gga,['Bobby Shmurda'],2014,True,73,0.794,0.51,9,-7.314,1,0.42,0.0505,1.81e-06,0.0562,0.18,167.879,4,Disgust
Sad But True,['Metallica'],1991,False,52,0.632,0.845,7,-6.336,1,0.0333,0.000773,0.00152,0.0618,0.433,89.232,4,Disgust
Now,['Logic'],2014,True,49,0.762,0.919,9,-3.378,0,0.069,0.295,0,0.126,0.603,109.971,4,Disgust
$outh $ide $uicide,"['$uicideboy$', 'Pouya']",2015,True,2,0.797,0.516,1,-6.286,1,0.0831,0.00538,0.431,0.0728,0.0477,109.997,4,Disgust
For Real,['Lil Uzi Vert'],2017,True,58,0.902,0.673,4,-7.481,1,0.458,0.159,0,0.289,0.615,132.066,4,Disgust
R.I.C.O. (feat. Drake),"['Meek Mill', 'Drake']",2015,True,71,0.727,0.599,1,-6.941,1,0.327,0.317,0,0.219,0.386,167.909,3,Disgust
"Bring Da Ruckus (feat. RZA, Ghostface Killah, Raekwon & Inspectah Deck)","['Wu-Tang Clan', 'RZA', 'Ghostface Killah', 'Raekwon', 'Inspectah Deck']",1993,True,64,0.794,0.627,11,-9.431,1,0.36,0.233,0,0.35,0.518,87.554,4,Disgust
Lord Pretty Flacko Jodye 2 (LPFJ2),['A$AP Rocky'],2015,True,69,0.485,0.72,6,-5.991,1,0.127,0.0123,0,0.0546,0.0471,207.982,4,Disgust
Alive (with Offset & 2 Chainz),"['Lil Jon', 'Offset', '2 Chainz']",2018,True,63,0.811,0.726,2,-6.726,1,0.323,0.362,1.88e-06,0.121,0.57,150.061,4,Disgust
Who Dat Boy (feat. A$AP Rocky),"['Tyler, The Creator', 'A$AP Rocky']",2017,True,68,0.706,0.485,8,-9.671,1,0.331,0.337,0,0.122,0.144,115.414,4,Disgust
Fire Squad,['J. Cole'],2014,True,66,0.516,0.738,11,-7.209,1,0.414,0.28,0,0.621,0.599,175.427,4,Disgust
Do Not Disturb (feat. Lil Yachty & Offset),"['Smokepurpp', 'Murda Beatz', 'Lil Yachty', 'Offset']",2018,True,50,0.879,0.647,10,-4.566,0,0.0659,0.203,0.00185,0.335,0.212,131.026,4,Disgust
1000 Rounds,"['Pouya', 'Ghostemane']",2017,True,70,0.825,0.761,8,-5.389,1,0.104,0.0111,0.00359,0.334,0.161,149.97,4,Disgust
YuNg BrAtZ,['XXXTENTACION'],2017,True,75,0.755,0.695,9,-5.963,1,0.26,0.0179,0,0.107,0.493,128.063,4,Disgust
Energy,['Drake'],2015,True,71,0.747,0.571,11,-7.916,1,0.478,0.38,0,0.534,0.553,172.104,4,Disgust
44 More,['Logic'],2018,True,68,0.824,0.584,10,-7.098,0,0.221,0.0718,0,0.106,0.219,139.965,4,Disgust
Black Skinhead,['Kanye West'],2013,True,75,0.766,0.809,1,-6.123,1,0.279,0.0011,0,0.168,0.325,130.127,4,Disgust
Icon,['Jaden'],2017,True,72,0.786,0.82,9,-5.093,0,0.232,0.222,0,0.575,0.49,119.982,4,Disgust
For Whom The Bell Tolls (Remastered),['Metallica'],1984,False,67,0.512,0.86,0,-6.145,1,0.0703,0.00631,0.00528,0.0652,0.258,117.909,4,Disgust
New Charlotte,['DuRu Tha King'],2017,True,50,0.694,0.496,1,-12.087,1,0.089,0.592,0,0.0859,0.464,121.037,4,Disgust
